region,year,month,temp_max_C,temp_avg_daily_max_C,temp_min_daily_max_C,temp_max_daily_avg_C,temp_avg_C,temp_min_daily_avg_C,temp_max_daily_min_C,temp_avg_daily_min_C,temp_min_C,dew_pt_max_C,dew_pt_avg_C,dew_pt_min_C,precipitation_max_mm,precipitation_avg_mm,precipitation_min_mm,precipitation_sum_mm,snow_depth_max_mm,snow_depth_avg_mm,snow_depth_min_mm,snow_depth_sum_mm,wind_max_kmh,wind_avg_kmh,wind_min_kmh,gust_max_kmh,gust_avg_kmh,gust_min_kmh,sea_level_preassure_max_mb,sea_level_preassure_avg_mb,sea_level_preassure_min_mb
bihar,2012,december,28.0,24.77,20.0,24.0,19.52,14.0,15.0,11.26,6.0,8.0,1.1,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.1,4.0,26.0,15.35,7.0,0.0,0.0,0.0
bihar,2013,january,29.0,22.74,17.0,23.0,16.77,12.0,15.0,7.77,4.0,9.0,2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.71,3.0,23.0,14.81,5.0,0.0,0.0,0.0
bihar,2013,february,33.0,26.96,22.0,27.0,21.43,17.0,17.0,12.21,8.0,14.0,7.25,-0.0,0.3,0.01,0.0,0.4,0.0,0.0,0.0,0.0,18.0,10.64,5.0,31.0,17.93,8.0,0.3,0.01,0.0
bihar,2013,march,38.0,34.26,29.0,34.0,29.65,24.0,25.0,19.19,14.0,11.0,6.81,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.26,3.0,30.0,16.29,5.0,0.0,0.0,0.0
bihar,2013,april,43.0,38.77,29.0,39.0,35.3,27.0,29.0,25.7,22.0,19.0,9.67,-2.0,11.5,0.73,0.0,22.0,0.0,0.0,0.0,0.0,22.0,10.7,4.0,34.0,15.47,6.0,11.5,0.73,0.0
bihar,2013,may,44.0,40.84,25.0,41.0,37.68,24.0,32.0,29.32,22.0,22.0,16.61,-2.0,27.3,1.5,0.0,46.5,0.0,0.0,0.0,0.0,20.0,12.16,7.0,29.0,15.55,9.0,27.3,1.5,0.0
bihar,2013,june,41.0,37.67,32.0,39.0,35.23,29.0,34.0,29.73,24.0,25.0,21.83,19.0,8.5,0.59,0.0,17.7,0.0,0.0,0.0,0.0,23.0,11.13,4.0,28.0,13.63,5.0,8.5,0.59,0.0
bihar,2013,july,39.0,36.48,33.0,36.0,33.84,30.0,30.0,28.55,27.0,26.0,23.61,21.0,12.6,1.48,0.0,45.8,0.0,0.0,0.0,0.0,18.0,11.06,5.0,23.0,13.94,6.0,12.6,1.48,0.0
bihar,2013,august,39.0,35.1,29.0,37.0,32.55,27.0,30.0,27.48,25.0,25.0,23.74,21.0,25.9,2.11,0.0,65.3,0.0,0.0,0.0,0.0,24.0,8.71,3.0,33.0,11.26,5.0,25.9,2.11,0.0
bihar,2013,september,38.0,35.2,27.0,34.0,32.03,25.0,27.0,25.83,23.0,25.0,21.9,17.0,8.4,0.51,0.0,15.3,0.0,0.0,0.0,0.0,17.0,7.83,3.0,24.0,11.77,5.0,8.4,0.51,0.0
bihar,2013,october,32.0,29.45,25.0,29.0,26.55,24.0,25.0,21.65,17.0,25.0,21.97,16.0,13.1,1.46,0.0,45.2,0.0,0.0,0.0,0.0,26.0,8.06,3.0,42.0,12.71,5.0,13.1,1.46,0.0
bihar,2013,november,30.0,27.4,26.0,26.0,23.2,22.0,20.0,15.83,13.0,18.0,13.37,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.87,3.0,19.0,9.57,4.0,0.0,0.0,0.0
bihar,2013,december,27.0,25.03,23.0,23.0,20.74,18.0,15.0,13.42,11.0,13.0,9.68,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.48,3.0,21.0,12.26,4.0,0.0,0.0,0.0
bihar,2014,january,27.0,23.32,19.0,22.0,18.26,16.0,14.0,10.39,7.0,14.0,8.71,3.0,1.1,0.04,0.0,1.1,0.0,0.0,0.0,0.0,16.0,8.71,3.0,26.0,14.29,5.0,1.1,0.04,0.0
bihar,2014,february,30.0,26.29,23.0,24.0,21.39,18.0,18.0,12.46,8.0,16.0,8.71,4.0,0.6,0.05,0.0,1.3,0.0,0.0,0.0,0.0,17.0,10.75,4.0,28.0,17.75,8.0,0.6,0.05,0.0
bihar,2014,march,40.0,33.52,27.0,36.0,29.06,23.0,26.0,18.94,15.0,15.0,7.45,2.0,0.8,0.03,0.0,0.8,0.0,0.0,0.0,0.0,22.0,10.81,4.0,35.0,17.39,8.0,0.8,0.03,0.0
bihar,2014,april,44.0,40.4,36.0,40.0,36.67,33.0,30.0,25.8,22.0,12.0,4.93,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.13,6.0,25.0,16.27,9.0,0.0,0.0,0.0
bihar,2014,may,45.0,41.61,32.0,42.0,38.45,30.0,32.0,29.42,25.0,22.0,12.23,4.0,24.2,1.49,0.0,46.1,0.0,0.0,0.0,0.0,21.0,12.71,6.0,30.0,17.13,10.0,24.2,1.49,0.0
bihar,2014,june,46.0,42.33,37.0,43.0,39.63,35.0,34.0,32.33,29.0,24.0,20.0,13.0,1.4,0.13,0.0,4.0,0.0,0.0,0.0,0.0,15.0,9.1,4.0,18.0,11.17,5.0,1.4,0.13,0.0
bihar,2014,july,39.0,34.87,27.0,36.0,32.68,26.0,31.0,28.26,25.0,26.0,24.55,23.0,16.3,3.31,0.0,102.6,0.0,0.0,0.0,0.0,23.0,11.35,4.0,32.0,15.0,6.0,16.3,3.31,0.0
bihar,2014,august,39.0,35.39,31.0,36.0,32.9,29.0,30.0,27.71,26.0,26.0,23.97,20.0,15.8,1.56,0.0,48.5,0.0,0.0,0.0,0.0,24.0,9.61,4.0,32.0,13.61,6.0,15.8,1.56,0.0
bihar,2014,september,36.0,33.6,27.0,34.0,30.9,26.0,27.0,25.7,23.0,26.0,23.53,19.0,14.3,1.63,0.0,48.8,0.0,0.0,0.0,0.0,20.0,8.37,4.0,29.0,12.73,6.0,14.3,1.63,0.0
bihar,2014,october,35.0,31.55,28.0,31.0,28.1,25.0,24.0,21.1,17.0,24.0,19.97,16.0,10.3,0.56,0.0,17.5,0.0,0.0,0.0,0.0,17.0,5.52,2.0,27.0,8.77,4.0,10.3,0.56,0.0
bihar,2014,november,31.0,29.13,27.0,27.0,24.33,22.0,19.0,16.43,14.0,17.0,9.57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.6,4.0,16.0,12.73,6.0,0.0,0.0,0.0
bihar,2014,december,29.0,25.0,21.0,24.0,20.03,16.0,17.0,12.26,8.0,11.0,4.42,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.13,3.0,22.0,13.61,6.0,0.0,0.0,0.0
bihar,2015,january,27.0,23.97,21.0,23.0,19.16,15.0,18.0,11.84,7.0,19.0,8.45,2.0,2.5,0.14,0.0,4.4,0.0,0.0,0.0,0.0,18.0,10.32,4.0,28.0,16.71,6.0,2.5,0.14,0.0
bihar,2015,february,35.0,29.14,24.0,30.0,24.29,18.0,19.0,15.32,8.0,13.0,9.39,5.0,0.3,0.01,0.0,0.3,0.0,0.0,0.0,0.0,14.0,9.36,3.0,22.0,15.75,5.0,0.3,0.01,0.0
bihar,2015,march,39.0,33.16,20.0,36.0,29.26,19.0,27.0,20.32,15.0,16.0,8.39,3.0,0.8,0.06,0.0,2.0,0.0,0.0,0.0,0.0,16.0,11.03,5.0,25.0,17.19,8.0,0.8,0.06,0.0
bihar,2015,april,42.0,38.23,34.0,39.0,35.23,32.0,31.0,26.83,24.0,18.0,12.03,1.0,2.7,0.28,0.0,8.3,0.0,0.0,0.0,0.0,26.0,12.97,7.0,35.0,17.73,10.0,2.7,0.28,0.0
bihar,2015,may,46.0,42.13,38.0,43.0,39.45,37.0,34.0,31.81,29.0,22.0,15.26,-2.0,6.7,0.45,0.0,13.9,0.0,0.0,0.0,0.0,21.0,14.35,8.0,28.0,18.71,11.0,6.7,0.45,0.0
bihar,2015,june,46.0,39.23,31.0,43.0,37.4,29.0,36.0,32.0,27.0,25.0,19.57,12.0,21.2,1.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,14.07,6.0,37.0,17.77,7.0,21.2,1.0,0.0
bihar,2015,july,42.0,35.03,31.0,39.0,33.35,29.0,32.0,29.06,27.0,26.0,23.65,21.0,38.2,3.5,0.0,108.6,0.0,0.0,0.0,0.0,39.0,14.68,4.0,61.0,20.03,6.0,38.2,3.5,0.0
bihar,2015,august,37.0,35.06,30.0,35.0,32.77,28.0,30.0,28.42,26.0,26.0,23.94,22.0,15.8,1.77,0.0,55.0,0.0,0.0,0.0,0.0,23.0,12.1,5.0,35.0,16.97,7.0,15.8,1.77,0.0
bihar,2015,september,38.0,34.63,30.0,35.0,32.0,28.0,29.0,26.47,23.0,26.0,21.47,17.0,20.2,1.72,0.0,51.5,0.0,0.0,0.0,0.0,20.0,10.63,4.0,32.0,16.13,6.0,20.2,1.72,0.0
bihar,2015,october,36.0,33.19,29.0,32.0,29.58,25.0,27.0,23.16,19.0,22.0,17.61,12.0,1.7,0.12,0.0,3.8,0.0,0.0,0.0,0.0,15.0,7.06,3.0,24.0,11.71,6.0,1.7,0.12,0.0
bihar,2015,november,33.0,31.07,29.0,29.0,27.07,24.0,22.0,19.9,17.0,19.0,12.17,6.0,0.5,0.03,0.0,0.8,0.0,0.0,0.0,0.0,10.0,7.03,4.0,16.0,11.3,6.0,0.5,0.03,0.0
bihar,2015,december,32.0,26.06,23.0,28.0,22.23,18.0,21.0,15.32,11.0,15.0,8.9,-0.0,0.4,0.02,0.0,0.5,0.0,0.0,0.0,0.0,12.0,7.77,3.0,19.0,12.19,6.0,0.4,0.02,0.0
bihar,2016,january,29.0,24.65,17.0,25.0,20.16,16.0,17.0,12.71,9.0,15.0,8.29,3.0,8.2,0.32,0.0,9.8,0.0,0.0,0.0,0.0,16.0,7.87,3.0,25.0,13.0,6.0,8.2,0.32,0.0
bihar,2016,february,36.0,30.21,25.0,30.0,25.24,19.0,21.0,16.34,9.0,14.0,8.07,-0.0,0.1,0.01,0.0,0.3,0.0,0.0,0.0,0.0,18.0,9.86,5.0,28.0,16.34,8.0,0.1,0.01,0.0
bihar,2016,march,41.0,35.87,27.0,37.0,31.9,25.0,29.0,22.52,18.0,16.0,7.32,-4.0,1.7,0.11,0.0,3.3,0.0,0.0,0.0,0.0,22.0,10.81,5.0,32.0,16.81,9.0,1.7,0.11,0.0
bihar,2016,april,45.0,41.87,36.0,41.0,38.4,34.0,31.0,28.27,24.0,19.0,5.93,-7.0,1.2,0.07,0.0,2.0,0.0,0.0,0.0,0.0,22.0,14.73,9.0,32.0,21.2,13.0,1.2,0.07,0.0
bihar,2016,may,44.0,40.45,31.0,41.0,37.87,30.0,33.0,30.39,27.0,22.0,16.81,6.0,2.5,0.31,0.0,9.7,0.0,0.0,0.0,0.0,19.0,11.87,8.0,25.0,15.48,10.0,2.5,0.31,0.0
bihar,2016,june,43.0,39.1,33.0,41.0,37.03,32.0,34.0,31.1,29.0,25.0,21.43,18.0,4.7,0.46,0.0,13.9,0.0,0.0,0.0,0.0,17.0,11.4,6.0,22.0,14.57,8.0,4.7,0.46,0.0
bihar,2016,july,38.0,34.77,28.0,36.0,32.58,27.0,32.0,28.29,26.0,26.0,24.55,23.0,12.5,2.53,0.0,78.4,0.0,0.0,0.0,0.0,18.0,12.84,4.0,24.0,17.23,5.0,12.5,2.53,0.0
bihar,2016,august,37.0,34.55,28.0,35.0,32.29,27.0,33.0,27.48,24.0,25.0,24.35,23.0,13.8,1.87,0.0,58.0,0.0,0.0,0.0,0.0,27.0,12.35,3.0,40.0,17.65,5.0,13.8,1.87,0.0
bihar,2016,september,35.0,32.67,29.0,33.0,30.4,28.0,28.0,26.23,25.0,26.0,25.07,24.0,15.7,2.71,0.0,81.2,0.0,0.0,0.0,0.0,12.0,7.83,4.0,18.0,12.1,7.0,15.7,2.71,0.0
bihar,2016,october,34.0,31.81,30.0,31.0,28.45,27.0,27.0,22.48,19.0,25.0,20.58,15.0,7.5,0.36,0.0,11.1,0.0,0.0,0.0,0.0,12.0,6.77,4.0,18.0,11.1,6.0,7.5,0.36,0.0
bihar,2016,november,32.0,29.03,27.0,28.0,24.7,22.0,22.0,17.23,15.0,18.0,11.83,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.1,4.0,19.0,13.13,6.0,0.0,0.0,0.0
bihar,2016,december,30.0,25.84,24.0,26.0,20.81,19.0,18.0,12.87,10.0,16.0,9.26,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.26,3.0,19.0,11.71,6.0,0.0,0.0,0.0
bihar,2017,january,29.0,25.19,20.0,23.0,19.94,15.0,16.0,12.0,8.0,15.0,9.1,1.0,2.7,0.12,0.0,3.8,0.0,0.0,0.0,0.0,14.0,8.87,4.0,24.0,14.65,6.0,2.7,0.12,0.0
bihar,2017,february,35.0,29.21,25.0,28.0,23.32,19.0,18.0,13.39,10.0,14.0,8.29,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.32,3.0,25.0,13.86,5.0,0.0,0.0,0.0
bihar,2017,march,42.0,34.39,27.0,36.0,29.39,24.0,25.0,18.97,14.0,16.0,7.35,-3.0,2.3,0.1,0.0,3.2,0.0,0.0,0.0,0.0,14.0,9.42,6.0,22.0,14.65,10.0,2.3,0.1,0.0
bihar,2017,april,43.0,40.9,38.0,40.0,36.53,33.0,30.0,26.3,23.0,22.0,11.53,-8.0,2.7,0.22,0.0,6.7,0.0,0.0,0.0,0.0,18.0,13.27,7.0,28.0,18.77,11.0,2.7,0.22,0.0
bihar,2017,may,44.0,41.26,38.0,41.0,38.26,33.0,34.0,30.1,26.0,22.0,17.97,11.0,5.8,0.36,0.0,11.3,0.0,0.0,0.0,0.0,20.0,12.29,6.0,26.0,16.19,8.0,5.8,0.36,0.0
bihar,2017,june,47.0,39.97,36.0,42.0,37.67,35.0,33.0,31.3,29.0,23.0,20.27,12.0,7.9,0.83,0.0,24.8,0.0,0.0,0.0,0.0,20.0,11.43,5.0,26.0,14.8,6.0,7.9,0.83,0.0
bihar,2017,july,39.0,34.55,29.0,36.0,32.26,28.0,31.0,28.13,26.0,26.0,24.52,24.0,13.5,3.17,0.0,98.4,0.0,0.0,0.0,0.0,28.0,13.03,6.0,42.0,18.13,8.0,13.5,3.17,0.0
bihar,2017,august,36.0,34.13,30.0,34.0,32.39,29.0,29.0,27.84,26.0,26.0,24.71,23.0,11.2,2.34,0.0,72.6,0.0,0.0,0.0,0.0,20.0,11.32,6.0,29.0,16.16,8.0,11.2,2.34,0.0
bihar,2017,september,36.0,34.47,32.0,34.0,32.33,29.0,29.0,27.47,25.0,25.0,24.03,23.0,8.7,1.57,0.0,47.2,0.0,0.0,0.0,0.0,19.0,8.23,4.0,29.0,12.33,6.0,8.7,1.57,0.0
bihar,2017,october,34.0,31.97,28.0,32.0,29.03,26.0,27.0,23.9,20.0,25.0,21.52,16.0,6.0,0.95,0.0,29.3,0.0,0.0,0.0,0.0,16.0,7.03,3.0,25.0,10.42,3.0,6.0,0.95,0.0
bihar,2017,november,31.0,28.37,23.0,28.0,24.9,21.0,21.0,18.73,14.0,18.0,13.1,6.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,14.0,6.53,3.0,21.0,9.33,4.0,0.1,0.0,0.0
bihar,2017,december,29.0,25.55,23.0,25.0,21.65,19.0,20.0,15.0,11.0,15.0,9.77,4.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,13.0,7.1,3.0,18.0,9.87,4.0,0.1,0.0,0.0
bihar,2018,january,25.0,22.03,20.0,20.0,17.35,15.0,12.0,9.48,7.0,12.0,8.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.94,5.0,16.0,10.94,7.0,0.0,0.0,0.0
bihar,2018,february,33.0,28.29,24.0,29.0,23.75,20.0,21.0,15.61,12.0,15.0,11.57,6.0,0.2,0.01,0.0,0.4,0.0,0.0,0.0,0.0,16.0,8.29,4.0,26.0,12.64,5.0,0.2,0.01,0.0
bihar,2018,march,39.0,35.55,32.0,35.0,30.9,27.0,24.0,21.06,18.0,17.0,6.81,-1.0,0.6,0.02,0.0,0.7,0.0,0.0,0.0,0.0,18.0,9.48,4.0,26.0,13.84,6.0,0.6,0.02,0.0
bihar,2018,april,43.0,38.93,35.0,38.0,35.03,32.0,30.0,26.2,23.0,21.0,12.07,-6.0,3.2,0.39,0.0,11.7,0.0,0.0,0.0,0.0,22.0,12.03,6.0,29.0,16.0,8.0,3.2,0.39,0.0
bihar,2018,may,46.0,40.13,35.0,41.0,36.61,32.0,32.0,29.45,25.0,23.0,19.29,9.0,6.0,0.54,0.0,16.7,0.0,0.0,0.0,0.0,23.0,14.45,10.0,32.0,18.32,12.0,6.0,0.54,0.0
bihar,2018,june,45.0,39.8,35.0,41.0,37.47,32.0,34.0,31.8,27.0,23.0,20.83,17.0,7.9,0.66,0.0,19.7,0.0,0.0,0.0,0.0,22.0,12.4,6.0,28.0,15.47,7.0,7.9,0.66,0.0
bihar,2018,july,40.0,35.61,31.0,38.0,33.74,30.0,32.0,29.52,27.0,25.0,23.71,22.0,12.0,1.76,0.0,54.7,0.0,0.0,0.0,0.0,29.0,14.84,7.0,35.0,18.97,9.0,12.0,1.76,0.0
bihar,2018,august,38.0,34.35,30.0,36.0,32.19,28.0,31.0,27.97,26.0,26.0,24.77,24.0,8.5,1.8,0.0,55.7,0.0,0.0,0.0,0.0,19.0,10.35,4.0,26.0,14.03,6.0,8.5,1.8,0.0
bihar,2018,september,36.0,33.87,32.0,33.0,31.23,30.0,28.0,26.33,25.0,25.0,23.43,19.0,7.2,0.78,0.0,23.5,0.0,0.0,0.0,0.0,23.0,10.67,4.0,34.0,15.77,7.0,7.2,0.78,0.0
bihar,2018,october,35.0,32.16,28.0,31.0,28.61,25.0,25.0,22.26,19.0,22.0,18.42,13.0,5.4,0.22,0.0,6.8,0.0,0.0,0.0,0.0,15.0,7.55,3.0,19.0,11.06,4.0,5.4,0.22,0.0
bihar,2018,november,33.0,29.37,27.0,29.0,25.63,23.0,23.0,18.87,16.0,19.0,13.07,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.47,3.0,17.0,8.9,4.0,0.0,0.0,0.0
bihar,2018,december,27.0,24.0,18.0,23.0,20.1,17.0,18.0,13.94,9.0,13.0,7.23,2.0,3.9,0.13,0.0,4.1,0.0,0.0,0.0,0.0,12.0,7.29,3.0,18.0,10.29,5.0,3.9,0.13,0.0
bihar,2019,january,27.0,23.71,19.0,23.0,20.19,17.0,18.0,15.16,11.0,14.0,9.19,6.0,8.9,0.4,0.0,12.5,0.0,0.0,0.0,0.0,15.0,7.71,4.0,23.0,11.77,5.0,8.9,0.4,0.0
bihar,2019,february,32.0,26.39,22.0,28.0,22.82,19.0,22.0,17.36,14.0,16.0,12.0,8.0,24.9,1.41,0.0,39.6,0.0,0.0,0.0,0.0,17.0,9.29,3.0,28.0,14.57,5.0,24.9,1.41,0.0
bihar,2019,march,40.0,32.97,25.0,37.0,29.52,21.0,30.0,23.1,15.0,13.0,8.06,2.0,2.5,0.15,0.0,4.5,0.0,0.0,0.0,0.0,17.0,9.74,5.0,26.0,14.77,6.0,2.5,0.15,0.0
bihar,2019,april,45.0,40.0,36.0,41.0,36.37,32.0,35.0,30.03,27.0,18.0,13.57,7.0,1.7,0.16,0.0,4.8,0.0,0.0,0.0,0.0,20.0,12.27,7.0,26.0,16.6,8.0,1.7,0.16,0.0
bihar,2019,may,47.0,44.1,34.0,43.0,40.61,33.0,37.0,33.52,27.0,21.0,10.65,-5.0,1.5,0.1,0.0,3.1,0.0,0.0,0.0,0.0,22.0,13.32,8.0,29.0,17.61,9.0,1.5,0.1,0.0
bihar,2019,june,48.0,42.13,35.0,44.0,39.33,33.0,38.0,33.97,31.0,24.0,19.87,11.0,33.8,1.95,0.0,58.5,0.0,0.0,0.0,0.0,25.0,16.5,8.0,31.0,21.27,10.0,33.8,1.95,0.0
bihar,2019,july,40.0,35.71,30.0,38.0,33.26,29.0,34.0,29.19,23.0,25.0,23.74,21.0,24.5,5.89,0.0,182.5,0.0,0.0,0.0,0.0,29.0,13.87,4.0,39.0,18.84,5.0,24.5,5.89,0.0
bihar,2019,august,39.0,35.13,30.0,36.0,32.97,29.0,32.0,29.13,27.0,25.0,24.65,24.0,35.5,8.29,0.0,257.1,0.0,0.0,0.0,0.0,35.0,13.42,6.0,47.0,18.97,8.0,35.5,8.29,0.0
bihar,2019,september,37.0,32.23,24.0,35.0,30.33,23.0,31.0,26.5,18.0,25.0,24.27,23.0,66.9,8.49,0.0,254.7,0.0,0.0,0.0,0.0,20.0,11.8,4.0,30.0,17.67,7.0,66.9,8.49,0.0
bihar,2019,october,32.0,30.0,22.0,30.0,27.45,21.0,26.0,23.13,17.0,24.0,19.61,16.0,19.3,1.68,0.0,52.1,0.0,0.0,0.0,0.0,11.0,6.45,3.0,20.0,10.39,5.0,19.3,1.68,0.0
bihar,2019,november,32.0,30.17,28.0,29.0,26.93,25.0,24.0,21.67,19.0,20.0,14.13,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.7,4.0,19.0,11.23,4.0,0.0,0.0,0.0
bihar,2019,december,29.0,24.68,21.0,26.0,21.65,18.0,21.0,16.61,12.0,14.0,8.48,4.0,2.6,0.14,0.0,4.2,0.0,0.0,0.0,0.0,15.0,7.19,3.0,24.0,10.45,5.0,2.6,0.14,0.0
bihar,2020,january,28.0,22.68,19.0,23.0,19.45,17.0,17.0,14.45,11.0,13.0,9.81,6.0,2.3,0.15,0.0,4.5,0.0,0.0,0.0,0.0,16.0,9.23,3.0,24.0,14.29,5.0,2.3,0.15,0.0
bihar,2020,february,31.0,25.97,21.0,27.0,22.03,17.0,21.0,15.21,11.0,15.0,9.03,3.0,10.9,0.64,0.0,18.7,0.0,0.0,0.0,0.0,15.0,9.03,5.0,25.0,14.28,8.0,10.9,0.64,0.0
bihar,2020,march,39.0,33.55,25.0,35.0,29.77,22.0,28.0,22.77,17.0,17.0,9.19,0.0,8.4,0.62,0.0,19.2,0.0,0.0,0.0,0.0,21.0,11.42,5.0,32.0,17.26,8.0,8.4,0.62,0.0
bihar,2020,april,45.0,40.0,36.0,41.0,36.0,32.0,31.0,27.2,22.0,18.0,7.17,-4.0,2.1,0.22,0.0,6.6,0.0,0.0,0.0,0.0,21.0,12.63,6.0,28.0,18.33,9.0,2.1,0.22,0.0
bihar,2020,may,47.0,41.48,31.0,43.0,37.81,28.0,35.0,30.13,21.0,23.0,15.1,8.0,3.2,0.2,0.0,6.1,0.0,0.0,0.0,0.0,30.0,15.29,7.0,38.0,20.35,9.0,3.2,0.2,0.0
bihar,2020,june,43.0,37.4,34.0,41.0,34.83,31.0,35.0,30.27,25.0,25.0,21.87,15.0,30.9,4.89,0.0,146.6,0.0,0.0,0.0,0.0,20.0,13.1,5.0,27.0,17.87,7.0,30.9,4.89,0.0
bihar,2020,july,40.0,34.9,29.0,38.0,32.94,28.0,33.0,28.87,25.0,26.0,24.55,22.0,26.7,7.73,0.0,239.7,0.0,0.0,0.0,0.0,21.0,11.77,5.0,34.0,16.77,7.0,26.7,7.73,0.0
bihar,2020,august,39.0,34.9,31.0,36.0,32.77,29.0,33.0,29.03,26.0,26.0,24.84,23.0,25.4,6.26,0.0,194.1,0.0,0.0,0.0,0.0,29.0,13.61,5.0,39.0,19.26,6.0,25.4,6.26,0.0
bihar,2020,september,36.0,33.87,31.0,34.0,31.6,29.0,30.0,27.87,25.0,26.0,24.73,22.0,27.8,8.27,0.0,248.2,0.0,0.0,0.0,0.0,23.0,8.83,4.0,34.0,13.8,5.0,27.8,8.27,0.0
bihar,2020,october,36.0,32.32,28.0,33.0,29.65,26.0,29.0,25.42,21.0,25.0,20.35,12.0,13.8,2.26,0.0,70.2,0.0,0.0,0.0,0.0,12.0,6.61,3.0,19.0,10.35,4.0,13.8,2.26,0.0
bihar,2020,november,33.0,29.5,26.0,29.0,26.07,23.0,24.0,20.67,17.0,14.0,9.93,4.0,0.1,0.01,0.0,0.2,0.0,0.0,0.0,0.0,13.0,7.57,3.0,22.0,11.63,4.0,0.1,0.01,0.0
bihar,2020,december,30.0,26.29,22.0,26.0,22.61,18.0,21.0,16.81,12.0,11.0,6.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.06,4.0,23.0,12.23,6.0,0.0,0.0,0.0
chandigarh,2010,january,23.0,20.29,12.0,17.0,14.19,9.0,11.0,7.19,4.0,4.0,-1.35,-7.0,4.5,0.22,0.0,6.7,0.0,0.0,0.0,0.0,14.0,8.55,6.0,24.0,15.48,11.0,4.5,0.22,0.0
chandigarh,2010,february,29.0,22.71,14.0,23.0,17.57,13.0,16.0,9.61,6.0,10.0,3.18,-9.0,9.6,0.9,0.0,25.3,0.0,0.0,0.0,0.0,21.0,11.07,8.0,34.0,19.43,14.0,9.6,0.9,0.0
chandigarh,2010,march,36.0,31.68,24.0,31.0,26.52,20.0,21.0,16.1,11.0,9.0,2.9,-2.0,1.4,0.15,0.0,4.6,0.0,0.0,0.0,0.0,14.0,10.74,8.0,23.0,18.03,14.0,1.4,0.15,0.0
chandigarh,2010,april,41.0,37.67,34.0,37.0,33.23,30.0,26.0,21.93,17.0,10.0,0.43,-7.0,1.0,0.09,0.0,2.7,0.0,0.0,0.0,0.0,15.0,12.2,8.0,25.0,19.8,14.0,1.0,0.09,0.0
chandigarh,2010,may,44.0,39.68,30.0,40.0,35.81,28.0,28.0,24.71,20.0,15.0,4.26,-4.0,2.3,0.15,0.0,4.5,0.0,0.0,0.0,0.0,23.0,12.19,7.0,33.0,19.68,13.0,2.3,0.15,0.0
chandigarh,2010,june,44.0,39.17,21.0,40.0,35.7,20.0,29.0,25.57,20.0,18.0,7.9,-1.0,14.0,0.55,0.0,16.6,0.0,0.0,0.0,0.0,15.0,10.8,7.0,23.0,17.23,11.0,14.0,0.55,0.0
chandigarh,2010,july,40.0,33.13,25.0,36.0,30.35,24.0,28.0,24.9,22.0,25.0,21.81,12.0,30.9,6.95,0.0,215.4,0.0,0.0,0.0,0.0,13.0,7.74,4.0,22.0,12.77,6.0,30.9,6.95,0.0
chandigarh,2010,august,33.0,31.32,27.0,30.0,28.65,26.0,25.0,23.61,22.0,25.0,23.68,22.0,30.0,8.72,0.1,270.4,0.0,0.0,0.0,0.0,8.0,5.48,3.0,14.0,9.1,4.0,30.0,8.72,0.1
chandigarh,2010,september,31.0,28.0,22.0,29.0,25.4,21.0,24.0,20.3,16.0,25.0,21.6,16.0,36.6,9.06,0.0,271.9,0.0,0.0,0.0,0.0,9.0,5.9,4.0,16.0,10.37,6.0,36.6,9.06,0.0
chandigarh,2010,october,31.0,28.35,26.0,26.0,23.68,19.0,19.0,16.65,13.0,20.0,14.45,4.0,5.7,0.77,0.0,23.8,0.0,0.0,0.0,0.0,12.0,6.97,4.0,22.0,12.68,8.0,5.7,0.77,0.0
chandigarh,2010,november,27.0,25.43,23.0,21.0,19.73,16.0,14.0,12.77,10.0,11.0,6.13,1.0,0.2,0.01,0.0,0.4,0.0,0.0,0.0,0.0,10.0,6.97,5.0,17.0,12.5,9.0,0.2,0.01,0.0
